run,average_distance_travelled_per_team,average_distance_travelled_per_game,total_distance_travelled,longest_distance_travelled_by_a_team,fixture_with_longest_distance
263,4489,1013,161613,Rangers - 8781,Ferencváros (budapest) v Benfica (lisbon) - 2469.0
264,4953,1108,178305,Fenerbahçe - 11758,Braga (braga) v Fenerbahçe (istanbul) - 3103.0
265,5212,1175,187615,Galatasaray - 11393,Benfica (lisbon) v Galatasaray (istanbul) - 3237.0
266,4762,1090,171423,Benfica - 8655,Slovan Bratislava (bratislava) v Benfica (lisbon) - 2348.0
267,4977,1120,179179,Sevilla - 9327,Galatasaray (istanbul) v The New Saints (oswestry) - 2734.0
268,5408,1215,194696,Bodø/Glimt - 12213,Real Betis (seville) v Bodø/Glimt (bodø) - 3562.0
269,5419,1222,195084,Qarabağ - 13679,Real Madrid (madrid) v Qarabağ (baku) - 4466.0
270,5101,1144,183619,Sevilla - 9858,Sevilla (seville) v CFR Cluj (cluj-napoca) - 2636.0
271,4971,1115,178972,Olympiacos - 10356,Fenerbahçe (istanbul) v Sevilla (seville) - 3019.0
272,5644,1286,203169,Qarabağ - 15918,Sevilla (seville) v Qarabağ (baku) - 4767.0
273,5379,1227,193661,APOEL - 12405,Braga (braga) v APOEL (nicosia) - 3678.0
274,4843,1086,174341,Galatasaray - 7769,CFR Cluj (cluj-napoca) v Real Madrid (madrid) - 2297.0
275,4651,1052,167450,Crvena zvezda - 7331,CSKA-Sofia (sofia) v Sevilla (seville) - 2550.0
276,5197,1172,187075,Dynamo Kyiv - 10312,Sevilla (seville) v Dynamo Kyiv (bucharest) - 2788.0
277,5214,1187,187719,Pyunik - 14916,Atlético de Madrid (madrid) v Pyunik (yerevan) - 4037.0
278,5002,1120,180087,Sevilla - 9934,Sevilla (seville) v Flora Tallinn (tallinn) - 3283.0
279,5383,1218,193804,Bodø/Glimt - 10541,Bodø/Glimt (bodø) v Benfica (lisbon) - 3495.0
280,6338,1420,228182,Qarabağ - 18067,Villarreal (villarreal) v Qarabağ (baku) - 4189.0
281,5080,1142,182889,Sporting CP - 9843,Olympiacos (piraeus) v Sporting CP (lisbon) - 2849.0
282,5533,1251,199173,Galatasaray - 9845,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
283,5145,1156,185213,Beşiktaş - 10003,Beşiktaş (istanbul) v Celtic (glasgow) - 2912.0
284,4872,1111,175408,Sevilla - 8277,CFR Cluj (cluj-napoca) v Sevilla (seville) - 2636.0
285,5265,1191,189531,Sevilla - 10291,Galatasaray (istanbul) v Sporting CP (lisbon) - 3237.0
286,4738,1055,170580,Braga - 9126,Crvena zvezda (belgrade) v Braga (braga) - 2358.0
287,5777,1308,207962,Qarabağ - 13144,Liverpool (liverpool) v Qarabağ (baku) - 4162.0
288,5153,1157,185509,H. Beer Sheva - 13703,Atlético de Madrid (madrid) v H. Beer Sheva (beer sheva) - 3585.0
289,5281,1186,190131,Galatasaray - 11915,Sevilla (seville) v Galatasaray (istanbul) - 3019.0
290,5839,1321,210214,Maccabi Haifa - 11760,Celtic (glasgow) v Maccabi Haifa (haifa) - 3952.0
291,6030,1355,217064,Qarabağ - 18484,Qarabağ (baku) v Real Madrid (madrid) - 4466.0
292,5554,1258,199933,Adana Demirspor - 12036,Sevilla (seville) v Adana Demirspor (adana) - 3629.0
293,5152,1156,185460,Benfica - 9597,Fenerbahçe (istanbul) v Benfica (lisbon) - 3237.0
294,5447,1228,196102,H. Beer Sheva - 15567,H. Beer Sheva (beer sheva) v FC Porto (porto) - 4001.0
295,5741,1307,206685,Bodø/Glimt - 10196,Olympiacos (piraeus) v Bodø/Glimt (bodø) - 3309.0
296,4916,1102,176967,Sevilla - 9989,Fenerbahçe (istanbul) v Sevilla (seville) - 3019.0
297,5169,1179,186072,APOEL - 8996,APOEL (nicosia) v Sevilla (seville) - 3511.0
298,6050,1362,217809,Pyunik - 13460,Pyunik (yerevan) v Sevilla (seville) - 4329.0
299,5022,1131,180809,Sevilla - 8317,Manchester United (manchester) v Olympiacos (piraeus) - 2624.0
300,5583,1259,200995,Qarabağ - 15431,Villarreal (villarreal) v Qarabağ (baku) - 4189.0
301,5468,1241,196855,Galatasaray - 9955,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
302,5905,1333,212586,Real Betis - 10886,HJK (helsinki) v Benfica (lisbon) - 3360.0
303,6215,1395,223744,H. Beer Sheva - 11532,APOEL (nicosia) v Rangers (glasgow) - 3652.0
304,5298,1189,190735,Olympiacos - 11671,Braga (braga) v Olympiacos (piraeus) - 2760.0
305,5460,1217,196572,Qarabağ - 16637,Qarabağ (baku) v Real Betis (seville) - 4767.0
306,5152,1154,185476,Fenerbahçe - 11124,Fenerbahçe (istanbul) v FC Porto (porto) - 3126.0
307,5166,1158,185994,Fenerbahçe - 10323,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
308,6002,1353,216054,Olympiacos - 12632,Bodø/Glimt (bodø) v Adana Demirspor (adana) - 3616.0
309,5302,1194,190869,Dynamo Kyiv - 9376,Dynamo Kyiv (bucharest) v Real Betis (seville) - 2788.0
310,4764,1071,171499,Fenerbahçe - 10174,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
311,5287,1195,190320,Real Betis - 9596,Real Sociedad (san sebastián) v Galatasaray (istanbul) - 2550.0
312,4842,1094,174295,Fenerbahçe - 8511,Bodø/Glimt (bodø) v Real Madrid (madrid) - 3186.0
313,5437,1220,195744,Benfica - 11527,APOEL (nicosia) v Benfica (lisbon) - 3765.0
314,5242,1166,188709,Fenerbahçe - 11495,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
315,5149,1157,185374,Benfica - 8662,Legia Warszawa (warsaw) v Benfica (lisbon) - 2759.0
316,5145,1153,185205,Olympiacos - 10209,Braga (braga) v Fenerbahçe (istanbul) - 3103.0
317,5441,1239,195865,Fenerbahçe - 10059,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
318,5537,1244,199331,Sevilla - 10872,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
319,5278,1186,190016,Bodø/Glimt - 10714,Villarreal (villarreal) v Bodø/Glimt (bodø) - 3165.0
320,4706,1062,169421,Fenerbahçe - 10777,Braga (braga) v Fenerbahçe (istanbul) - 3103.0
321,4667,1060,168002,Sevilla - 7327,Dynamo Kyiv (bucharest) v Braga (braga) - 2807.0
322,5347,1239,192491,H. Beer Sheva - 11043,H. Beer Sheva (beer sheva) v Manchester United (manchester) - 3848.0
323,5510,1250,198345,APOEL - 12866,Celtic (glasgow) v APOEL (nicosia) - 3652.0
324,5120,1165,184310,Braga - 10223,Galatasaray (istanbul) v Braga (braga) - 3103.0
325,5630,1260,202671,Bodø/Glimt - 12127,Bodø/Glimt (bodø) v Real Madrid (madrid) - 3186.0
326,4992,1131,179723,Sevilla - 8420,Petrocub (hîncești) v Sevilla (seville) - 3010.0
327,5384,1230,193839,Maccabi Haifa - 14029,Maccabi Haifa (haifa) v Sporting CP (lisbon) - 3997.0
328,5814,1331,209303,Qarabağ - 12857,Sevilla (seville) v Qarabağ (baku) - 4767.0
329,5142,1164,185115,Galatasaray - 12359,Sporting CP (lisbon) v Bodø/Glimt (bodø) - 3495.0
330,5272,1195,189799,Sevilla - 9812,Adana Demirspor (adana) v Sevilla (seville) - 3629.0
331,5130,1157,184670,Fenerbahçe - 8886,Rangers (glasgow) v AEK Athens (athens) - 2873.0
332,4689,1043,168811,Fenerbahçe - 9370,Fenerbahçe (istanbul) v Manchester United (manchester) - 2703.0
333,5385,1220,193870,APOEL - 11366,APOEL (nicosia) v FC Porto (porto) - 3694.0
334,5715,1312,205724,APOEL - 10378,Aberdeen (aberdeen) v APOEL (nicosia) - 3593.0
335,5928,1345,213396,Ferencváros - 10196,Maccabi Haifa (haifa) v Manchester City (manchester) - 3728.0
336,5141,1152,185068,Rangers - 9736,Riga (riga) v Real Madrid (madrid) - 2713.0
337,5546,1259,199643,APOEL - 11851,Atlético de Madrid (madrid) v APOEL (nicosia) - 3285.0
338,4836,1079,174098,Olympiacos - 9477,Sevilla (seville) v Olympiacos (piraeus) - 2602.0
339,5162,1161,185847,Fenerbahçe - 14022,Benfica (lisbon) v Fenerbahçe (istanbul) - 3237.0
340,5342,1191,192321,Qarabağ - 16234,Paris Saint-Germain (paris) v Qarabağ (baku) - 3813.0
341,4913,1108,176864,Benfica - 9993,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
342,5268,1197,189633,Qarabağ - 15164,Real Betis (seville) v Qarabağ (baku) - 4767.0
343,5737,1288,206542,Dinamo Tbilisi - 12152,Real Madrid (madrid) v Dinamo Tbilisi (tbilisi) - 4014.0
344,5472,1227,196984,Qarabağ - 15023,Manchester City (manchester) v Qarabağ (baku) - 4112.0
345,5670,1279,204131,Qarabağ - 15041,Real Madrid (madrid) v Qarabağ (baku) - 4466.0
346,5065,1158,182353,Sheriff - 9608,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
347,5412,1225,194835,Galatasaray - 10699,Galatasaray (istanbul) v FC Porto (porto) - 3126.0
348,4864,1110,175091,Benfica - 9152,Fenerbahçe (istanbul) v Manchester City (manchester) - 2703.0
349,4878,1102,175613,Benfica - 8293,Olympiacos (piraeus) v Liverpool (liverpool) - 2663.0
350,5646,1271,203257,Sevilla - 10011,Real Madrid (madrid) v Fenerbahçe (istanbul) - 2739.0
351,5148,1145,185314,Sevilla - 10234,APOEL (nicosia) v Sevilla (seville) - 3511.0
352,5047,1141,181681,Real Betis - 7925,Fenerbahçe (istanbul) v Newcastle (newcastle upon tyne) - 2723.0
353,5308,1176,191089,Galatasaray - 11963,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
354,5262,1175,189432,Galatasaray - 10855,Galatasaray (istanbul) v Rangers (glasgow) - 2912.0
355,5082,1157,182939,Olympiacos - 8987,Sevilla (seville) v Galatasaray (istanbul) - 3019.0
356,5093,1138,183341,Fenerbahçe - 11136,Hearts (edinburgh) v AEK Larnaca (larnaca) - 3634.0
357,6079,1370,218833,Bodø/Glimt - 11944,Bodø/Glimt (bodø) v Benfica (lisbon) - 3495.0
358,4692,1055,168898,Sevilla - 9560,Sevilla (seville) v Crvena zvezda (belgrade) - 2350.0
359,5040,1140,181448,CFR Cluj - 10100,Olympiacos (piraeus) v Rangers (glasgow) - 2872.0
360,5053,1149,181917,Bodø/Glimt - 11614,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
361,5391,1222,194072,Sevilla - 9948,FC Porto (porto) v Bodø/Glimt (bodø) - 3224.0
362,4642,1041,167104,Ludogorets - 9879,Sevilla (seville) v Ludogorets (razgrad) - 2814.0
363,4767,1084,171599,Sevilla - 10379,Copenhagen (copenhagen) v Sevilla (seville) - 2463.0
364,5855,1316,210764,APOEL - 12546,APOEL (nicosia) v FC Porto (porto) - 3694.0
365,5081,1150,182916,Legia Warszawa - 6982,FC Porto (porto) v Legia Warszawa (warsaw) - 2548.0
366,5781,1305,208119,Olympiacos - 11404,Real Betis (seville) v BATE Borisov (borisov) - 3212.0
367,6019,1364,216673,H. Beer Sheva - 11744,Benfica (lisbon) v H. Beer Sheva (beer sheva) - 4047.0
368,4905,1107,176581,Benfica - 7641,Ludogorets (razgrad) v Atlético de Madrid (madrid) - 2509.0
369,4940,1125,177830,Bodø/Glimt - 9507,Villarreal (villarreal) v Bodø/Glimt (bodø) - 3165.0
370,5720,1299,205909,Bodø/Glimt - 9806,APOEL (nicosia) v Bodø/Glimt (bodø) - 3770.0
371,5258,1195,189286,Galatasaray - 9261,Víkingur Reykjavík (reykjavík) v Sevilla (seville) - 3154.0
372,5186,1191,186705,Sevilla - 10740,Braga (braga) v Fenerbahçe (istanbul) - 3103.0
373,5161,1153,185798,Fenerbahçe - 11055,Real Sociedad (san sebastián) v Fenerbahçe (istanbul) - 2550.0
374,5331,1200,191905,Qarabağ - 15917,Qarabağ (baku) v Sporting CP (lisbon) - 4968.0
375,5750,1296,206985,Fenerbahçe - 9989,Fenerbahçe (istanbul) v Sevilla (seville) - 3019.0
376,5449,1239,196158,Fenerbahçe - 8821,Rangers (glasgow) v Fenerbahçe (istanbul) - 2912.0
377,4958,1118,178479,Flora Tallinn - 8449,Sevilla (seville) v Flora Tallinn (tallinn) - 3283.0
378,5727,1301,206186,Qarabağ - 13774,Qarabağ (baku) v Sporting CP (lisbon) - 4968.0
379,5731,1283,206330,Qarabağ - 17404,Qarabağ (baku) v Sporting CP (lisbon) - 4968.0
380,5279,1204,190031,Galatasaray - 10447,Real Betis (seville) v HJK (helsinki) - 3339.0
381,5650,1279,203383,Bodø/Glimt - 12604,Bodø/Glimt (bodø) v Real Betis (seville) - 3562.0
382,5180,1185,186492,Maccabi Haifa - 12791,Sevilla (seville) v Maccabi Haifa (haifa) - 3733.0
383,4943,1126,177936,Galatasaray - 9185,Liverpool (liverpool) v Galatasaray (istanbul) - 2748.0
384,4999,1134,179954,Ararat-Armenia - 11974,Ararat-Armenia (yerevan) v Real Betis (seville) - 4329.0
385,4820,1087,173537,Real Sociedad - 7537,Napoli (naples) v Celtic (glasgow) - 2144.0
386,5406,1221,194615,Real Betis - 11337,Bodø/Glimt (bodø) v Sevilla (seville) - 3562.0
387,4620,1049,166312,Galatasaray - 9197,Manchester United (manchester) v Galatasaray (istanbul) - 2703.0
388,5632,1279,202770,Maccabi Haifa - 12555,Liverpool (liverpool) v Maccabi Haifa (haifa) - 3772.0
389,5490,1255,197641,APOEL - 11801,Sevilla (seville) v APOEL (nicosia) - 3511.0
390,5026,1142,180945,Real Betis - 8348,Galatasaray (istanbul) v Real Betis (seville) - 3019.0
391,5518,1237,198645,Bodø/Glimt - 11791,Atlético de Madrid (madrid) v Bodø/Glimt (bodø) - 3186.0
392,5246,1184,188853,Dynamo Kyiv - 9874,Sheriff (tiraspol) v Sevilla (seville) - 3099.0
393,5128,1169,184596,Bodø/Glimt - 10129,FC Porto (porto) v Bodø/Glimt (bodø) - 3224.0
394,5200,1185,187183,Galatasaray - 9419,Sevilla (seville) v Galatasaray (istanbul) - 3019.0
395,5693,1283,204933,Qarabağ - 13810,Qarabağ (baku) v Braga (braga) - 4804.0
396,5124,1155,184480,Dynamo Kyiv - 10974,Benfica (lisbon) v Dynamo Kyiv (bucharest) - 2975.0
397,5738,1278,206579,Qarabağ - 18610,Qarabağ (baku) v Rangers (glasgow) - 4240.0
398,5356,1212,192831,Benfica - 9511,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
399,5662,1292,203816,Qarabağ - 14251,Qarabağ (baku) v Atlético de Madrid (madrid) - 4466.0
400,5432,1228,195537,Qarabağ - 16767,Benfica (lisbon) v Qarabağ (baku) - 4968.0
401,5277,1173,189987,Galatasaray - 12625,Braga (braga) v Galatasaray (istanbul) - 3103.0
402,5190,1157,186849,Olympiacos - 12075,Fenerbahçe (istanbul) v Real Betis (seville) - 3019.0
403,5658,1277,203696,Qarabağ - 15349,Qarabağ (baku) v FC Porto (porto) - 4831.0
404,4899,1113,176364,Villarreal - 7204,Braga (braga) v Partizan (belgrade) - 2358.0
405,5852,1314,210683,Qarabağ - 16535,Osasuna (pamplona) v Qarabağ (baku) - 4227.0
406,5274,1174,189855,Real Betis - 9451,Crvena zvezda (belgrade) v Benfica (lisbon) - 2530.0
407,4650,1051,167395,Olympiacos - 10368,Olympiacos (piraeus) v Rangers (glasgow) - 2872.0
408,5273,1175,189829,H. Beer Sheva - 16335,Liverpool (liverpool) v H. Beer Sheva (beer sheva) - 3890.0
409,4986,1125,179494,Sevilla - 9575,Galatasaray (istanbul) v Real Betis (seville) - 3019.0
410,5249,1171,188952,Fenerbahçe - 11035,Fenerbahçe (istanbul) v Braga (braga) - 3103.0
411,5392,1220,194111,Sevilla - 10365,Galatasaray (istanbul) v FC Porto (porto) - 3126.0
412,5463,1235,196653,Qarabağ - 15502,Benfica (lisbon) v Qarabağ (baku) - 4968.0
413,5968,1348,214842,Ararat-Armenia - 14516,Sporting CP (lisbon) v Ararat-Armenia (yerevan) - 4538.0
414,5924,1342,213278,Qarabağ - 14498,Qarabağ (baku) v Braga (braga) - 4804.0
415,4983,1117,179377,Sevilla - 7796,Olympiacos (piraeus) v Sevilla (seville) - 2602.0
416,5123,1151,184420,Real Betis - 9548,Flora Tallinn (tallinn) v Real Betis (seville) - 3283.0
417,5316,1208,191374,Real Betis - 10921,KÍ Klaksvík (klaksvík) v Fenerbahçe (istanbul) - 3329.0
418,5394,1209,194200,Bodø/Glimt - 14605,Real Betis (seville) v Bodø/Glimt (bodø) - 3562.0
419,5670,1283,204114,Real Betis - 9815,Flora Tallinn (tallinn) v Sevilla (seville) - 3283.0
420,5644,1278,203191,Sheriff - 10646,Sheriff (tiraspol) v Benfica (lisbon) - 3264.0
421,5137,1169,184916,Bodø/Glimt - 7758,Bodø/Glimt (bodø) v Real Sociedad (san sebastián) - 2838.0
422,5089,1145,183190,Olympiacos - 9108,Benfica (lisbon) v Olympiacos (piraeus) - 2849.0
423,5656,1264,203606,APOEL - 15770,Celtic (glasgow) v APOEL (nicosia) - 3652.0
424,4842,1089,174305,Galatasaray - 8176,Real Sociedad (san sebastián) v Galatasaray (istanbul) - 2550.0
425,5275,1184,189895,Benfica - 9427,Copenhagen (copenhagen) v Real Betis (seville) - 2463.0
426,5165,1170,185954,Galatasaray - 11744,Bodø/Glimt (bodø) v AEK Athens (athens) - 3310.0
427,5276,1200,189930,Neftçi - 14304,Real Sociedad (san sebastián) v Neftçi (baku) - 4239.0
428,4926,1114,177344,Rangers - 9506,Fenerbahçe (istanbul) v Rangers (glasgow) - 2912.0
429,6265,1406,225527,Qarabağ - 17013,Qarabağ (baku) v Real Sociedad (san sebastián) - 4239.0
430,4997,1129,179902,Dynamo Kyiv - 9281,Bodø/Glimt (bodø) v Villarreal (villarreal) - 3165.0
431,5337,1207,192144,Braga - 8450,Atlético de Madrid (madrid) v RFS (riga) - 2713.0
432,5042,1146,181519,Dynamo Kyiv - 9284,Ludogorets (razgrad) v Benfica (lisbon) - 3011.0
433,5481,1228,197325,Sevilla - 10986,Bodø/Glimt (bodø) v Sevilla (seville) - 3562.0
434,4902,1116,176473,Sporting CP - 7577,Shamrock Rovers (dublin) v Gżira (gżira) - 2522.0
435,4634,1050,166817,Sevilla - 7592,Sevilla (seville) v CFR Cluj (cluj-napoca) - 2636.0
436,5016,1138,180569,Real Madrid - 9037,Flora Tallinn (tallinn) v Sevilla (seville) - 3283.0
437,5664,1282,203900,Sutjeska - 9715,Bodø/Glimt (bodø) v Atlético de Madrid (madrid) - 3186.0
438,5193,1156,186947,H. Beer Sheva - 16436,Rangers (glasgow) v H. Beer Sheva (beer sheva) - 4078.0
439,5878,1308,211597,H. Beer Sheva - 16954,H. Beer Sheva (beer sheva) v Rangers (glasgow) - 4078.0
440,6459,1462,232509,Neftçi - 13902,Sevilla (seville) v Neftçi (baku) - 4767.0
441,5260,1183,189369,Benfica - 9612,Villarreal (villarreal) v Bodø/Glimt (bodø) - 3165.0
442,5551,1280,199825,Sevilla - 9485,Real Betis (seville) v Beşiktaş (istanbul) - 3019.0
443,5781,1302,208128,Qarabağ - 15657,Braga (braga) v Qarabağ (baku) - 4804.0
444,5300,1199,190817,Beşiktaş - 9744,Beşiktaş (istanbul) v Benfica (lisbon) - 3237.0
445,5207,1163,187449,Sevilla - 10335,Ludogorets (razgrad) v Sevilla (seville) - 2814.0
446,4842,1100,174309,Sevilla - 9052,FC Porto (porto) v Fenerbahçe (istanbul) - 3126.0
447,4861,1116,174996,Sevilla - 8589,Olympiacos (piraeus) v FC Porto (porto) - 2776.0
448,5014,1122,180504,Sevilla - 9901,Galatasaray (istanbul) v Sevilla (seville) - 3019.0
449,6214,1406,223686,Qarabağ - 15586,Braga (braga) v Qarabağ (baku) - 4804.0
450,5034,1150,181210,Adana Demirspor - 11695,Rennes (rennes) v Adana Demirspor (adana) - 3234.0
451,5286,1195,190296,H. Beer Sheva - 13299,Celtic (glasgow) v H. Beer Sheva (beer sheva) - 4078.0
452,5873,1337,211440,Qarabağ - 12175,Qarabağ (baku) v Real Madrid (madrid) - 4466.0
453,6321,1419,227554,Qarabağ - 16007,Qarabağ (baku) v Benfica (lisbon) - 4968.0
454,4974,1144,179048,Bodø/Glimt - 8624,HJK (helsinki) v Sporting CP (lisbon) - 3360.0
455,5257,1169,189258,Fenerbahçe - 10023,Atlético de Madrid (madrid) v Fenerbahçe (istanbul) - 2739.0
456,5962,1334,214624,Qarabağ - 19202,Benfica (lisbon) v Qarabağ (baku) - 4968.0
457,4340,992,156247,Crvena zvezda - 7648,Copenhagen (copenhagen) v Sevilla (seville) - 2463.0
458,5867,1313,211206,H. Beer Sheva - 17752,Rangers (glasgow) v H. Beer Sheva (beer sheva) - 4078.0
459,4986,1161,179480,Ararat-Armenia - 11879,Ararat-Armenia (yerevan) v Celtic (glasgow) - 3919.0
460,5325,1213,191706,Sporting CP - 9104,Olympiacos (piraeus) v Rangers (glasgow) - 2872.0
461,5344,1198,192384,Sevilla - 9067,Sevilla (seville) v Ballkani (prishtina) - 2374.0
462,5249,1191,188981,Dynamo Kyiv - 9989,Bodø/Glimt (bodø) v Sevilla (seville) - 3562.0
463,4878,1102,175600,Sevilla - 8671,Celtic (glasgow) v Dynamo Kyiv (bucharest) - 2480.0
464,5343,1212,192337,KÍ Klaksvík - 9808,Napoli (naples) v KÍ Klaksvík (klaksvík) - 2753.0
465,5194,1176,186988,Dynamo Kyiv - 10182,Benfica (lisbon) v Dynamo Kyiv (bucharest) - 2975.0
466,5262,1186,189448,Bodø/Glimt - 11045,Bodø/Glimt (bodø) v Braga (braga) - 3178.0
467,5214,1191,187701,Olympiacos - 10107,Benfica (lisbon) v Galatasaray (istanbul) - 3237.0
468,5918,1336,213051,Qarabağ - 16907,Qarabağ (baku) v Real Sociedad (san sebastián) - 4239.0
469,5281,1186,190107,Sevilla - 9165,BATE Borisov (borisov) v Sevilla (seville) - 3212.0
470,5365,1211,193137,Pyunik - 14746,Real Betis (seville) v Pyunik (yerevan) - 4329.0
471,5188,1182,186783,H. Beer Sheva - 12600,Tottenham Hotspur (london) v H. Beer Sheva (beer sheva) - 3625.0
472,4680,1061,168489,Ludogorets - 7030,Real Madrid (madrid) v Ludogorets (razgrad) - 2509.0
473,5540,1263,199446,Maccabi Haifa - 13939,Aberdeen (aberdeen) v Maccabi Haifa (haifa) - 3896.0
474,5439,1214,195810,HJK - 11195,Benfica (lisbon) v HJK (helsinki) - 3360.0
475,4974,1116,179062,Sevilla - 9954,Fenerbahçe (istanbul) v Sevilla (seville) - 3019.0
476,4546,1038,163651,Sevilla - 10003,Sevilla (seville) v Dynamo Kyiv (bucharest) - 2788.0
477,5037,1138,181321,KÍ Klaksvík - 9314,Crvena zvezda (belgrade) v KÍ Klaksvík (klaksvík) - 2600.0
478,5230,1188,188268,Sevilla - 9646,Atlético de Madrid (madrid) v Petrocub (hîncești) - 2675.0
479,5111,1162,184013,Galatasaray - 10201,Benfica (lisbon) v Galatasaray (istanbul) - 3237.0
480,5842,1333,210298,Maccabi Haifa - 12804,Benfica (lisbon) v Maccabi Haifa (haifa) - 3997.0
481,5632,1278,202764,Pyunik - 12988,Pyunik (yerevan) v Sevilla (seville) - 4329.0
482,5262,1186,189427,APOEL - 12441,Bodø/Glimt (bodø) v Real Betis (seville) - 3562.0
483,5436,1229,195687,APOEL - 11285,APOEL (nicosia) v FC Porto (porto) - 3694.0
484,4699,1063,169152,Olympiacos - 9050,Liverpool (liverpool) v Olympiacos (piraeus) - 2663.0
485,5874,1328,211471,Qarabağ - 20000,Qarabağ (baku) v Atlético de Madrid (madrid) - 4466.0
486,4985,1124,179475,Qarabağ - 11310,Qarabağ (baku) v Hearts (edinburgh) - 4174.0
487,5311,1199,191188,Bodø/Glimt - 10337,Sevilla (seville) v Bodø/Glimt (bodø) - 3562.0
488,5702,1283,205270,Fenerbahçe - 10651,Sevilla (seville) v Fenerbahçe (istanbul) - 3019.0
489,6272,1390,225800,Qarabağ - 18713,Sevilla (seville) v Qarabağ (baku) - 4767.0
490,5392,1229,194106,Ararat-Armenia - 11708,Ararat-Armenia (yerevan) v Sevilla (seville) - 4329.0
491,5249,1193,188980,Sheriff - 9848,Sporting CP (lisbon) v Sheriff (tiraspol) - 3264.0
492,5595,1259,201409,Fenerbahçe - 12492,Galatasaray (istanbul) v Benfica (lisbon) - 3237.0
493,5667,1283,203997,Adana Demirspor - 13591,Pyunik (yerevan) v Sevilla (seville) - 4329.0
494,5488,1252,197577,Real Betis - 10264,Celtic (glasgow) v Galatasaray (istanbul) - 2912.0
495,4846,1091,174474,H. Beer Sheva - 12462,Osasuna (pamplona) v H. Beer Sheva (beer sheva) - 3447.0
496,4830,1090,173875,Braga - 7735,CFR Cluj (cluj-napoca) v Sporting CP (lisbon) - 2796.0
497,4870,1105,175309,FC Porto - 9831,Galatasaray (istanbul) v FC Porto (porto) - 3126.0
